accession	fonctionnelle	taille	reference
AT3TE58350	FALSE	64	.
AT3TE50740	FALSE	27	.
AT3TE52675	FALSE	1910	.
AT3TE56590	FALSE	70	.
AT3TE49345	FALSE	71	.
AT3TE44535	FALSE	69	.
AT3TE56280	FALSE	63	.
AT3TE56065	FALSE	63	.
AT3TE56310	FALSE	63	.
AT3TE60110	FALSE	48	.
AT3TE55665	FALSE	63	.
AT3TE54925	FALSE	22	.
AT3TE76285	FALSE	63	.
AT3TE70490	FALSE	71	.
AT3TE64715	FALSE	48	.
AT3TE62595	FALSE	8453	.
AT3TE56355	FALSE	63	.
AT3TE50375	FALSE	16096	.
AT3TE58415	FALSE	71	.
AT3TE56895	FALSE	61	.
AT3TE58390	FALSE	71	.
AT3TE63675	FALSE	69	.
AT3TE56690	FALSE	61	.
AT3TE70350	FALSE	37	.
AT3TE26690	FALSE	69	.
AT3TE30925	FALSE	69	.
AT3TE79310	FALSE	61	.
AT3TE56380	FALSE	63	.
AT3TE56400	FALSE	63	.
AT3TE52215	FALSE	1950	.
AT3TE50465	FALSE	71	.
AT3TE48595	FALSE	63	.
AT3TE57155	FALSE	71	.
AT3TE56220	FALSE	70	.
AT3TE17760	FALSE	26	.
AT3TE56190	FALSE	70	.
AT3TE56255	FALSE	70	.
AT3TE56435	FALSE	70	.
AT3TE60160	FALSE	1906	.
AT3TE56450	FALSE	70	.
AT3TE56585	FALSE	70	.
AT3TE56175	FALSE	70	.
AT3TE51460	FALSE	8320	.
AT3TE56460	FALSE	70	.
AT3TE56470	FALSE	70	.
AT3TE56605	FALSE	70	.
AT3TE25945	FALSE	64	.
AT3TE56155	FALSE	70	.
AT3TE20790	FALSE	68	.
AT3TE62285	FALSE	64	.
AT3TE45785	FALSE	1950	.
AT3TE48845	FALSE	67	.
AT3TE45155	FALSE	62	.
AT3TE55635	FALSE	70	.
AT3TE55650	FALSE	70	.
AT3TE26865	FALSE	33	.
AT3TE56160	FALSE	70	.
AT3TE56025	FALSE	70	.
AT3TE37150	FALSE	64	.
AT3TE56020	FALSE	70	.
AT3TE66155	FALSE	40	.
AT3TE51565	FALSE	2043	.
AT3TE29150	FALSE	97	.
AT3TE50845	FALSE	27	.
AT3TE62940	FALSE	8741	.
AT3TE75055	FALSE	134	.
AT3TE47080	FALSE	27	.
AT3TE52070	FALSE	29	.
AT3TE45535	FALSE	2174	.
AT3TE39905	FALSE	136	.
AT3TE48795	FALSE	124	.
AT3TE62005	FALSE	30	.
AT3TE41550	FALSE	134	.
AT3TE04920	FALSE	27	.
AT3TE60835	FALSE	136	.
AT3TE58855	FALSE	136	.
AT3TE56620	FALSE	29	.
AT3TE42290	FALSE	135	.
AT3TE51010	FALSE	27	.
AT3TE78140	FALSE	135	.
AT3TE69135	FALSE	135	.
AT3TE89885	FALSE	27	.
AT3TE42355	FALSE	61	.
AT3TE42950	FALSE	134	.
AT3TE58135	FALSE	134	.
AT3TE58785	FALSE	63	.
AT3TE62920	FALSE	27	.
AT3TE62510	FALSE	27	.
AT3TE55485	FALSE	134	.
AT3TE59725	FALSE	135	.
AT3TE60275	FALSE	28	.
AT3TE44740	FALSE	133	.
AT3TE49550	FALSE	22	.
AT3TE59215	FALSE	30	.
AT3TE68880	FALSE	187	.
AT3TE49235	FALSE	132	.
AT3TE49060	FALSE	133	.
AT3TE44635	FALSE	28	.
AT3TE42510	FALSE	134	.
AT3TE56045	FALSE	56	.
AT3TE62535	FALSE	132	.
AT3TE35820	FALSE	30	.
AT3TE33130	FALSE	132	.
AT3TE65405	FALSE	28	.
AT3TE64400	FALSE	2169	.
AT3TE69170	FALSE	135	.
AT3TE53020	FALSE	133	.
AT3TE52265	FALSE	135	.
AT3TE58910	FALSE	28	.
AT3TE51560	FALSE	30	.
AT3TE69365	FALSE	133	.
AT3TE71900	FALSE	133	.
AT3TE37115	FALSE	27	.
AT3TE48070	FALSE	8216	.
AT3TE68635	FALSE	38	.
AT3TE65625	FALSE	133	.
AT3TE39115	FALSE	135	.
AT3TE45495	FALSE	135	.
AT3TE51295	FALSE	29	.
AT3TE44920	FALSE	137	.
AT3TE63545	FALSE	4580	.
AT3TE63370	FALSE	74	.
AT3TE66645	FALSE	26	.
AT3TE54480	FALSE	2192	.
AT3TE66910	FALSE	139	.
AT3TE53310	FALSE	139	.
AT3TE58705	FALSE	28	.
AT3TE76740	FALSE	137	.
AT3TE54920	FALSE	139	.
AT3TE30630	FALSE	137	.
AT3TE52015	FALSE	26	.
AT3TE67815	FALSE	137	.
AT3TE50265	FALSE	1807	.
AT3TE45290	FALSE	137	.
AT3TE60270	FALSE	138	.
AT3TE67330	FALSE	2192	.
AT3TE78880	FALSE	28	.
AT3TE63865	FALSE	140	.
AT3TE64220	FALSE	26	.
AT3TE38025	FALSE	138	.
AT3TE45710	FALSE	75	.
AT3TE62740	FALSE	28	.
AT3TE48915	FALSE	138	.
AT3TE45795	FALSE	28	.
AT3TE33120	FALSE	27	.
AT3TE75070	FALSE	138	.
AT3TE82250	FALSE	138	.
AT3TE94450	FALSE	137	.
AT3TE53495	FALSE	137	.
AT3TE45075	FALSE	29	.
AT3TE36030	FALSE	135	.
AT3TE09250	FALSE	135	.
AT3TE69040	FALSE	29	.
AT3TE65280	FALSE	21	.
AT3TE49600	FALSE	81	.
AT3TE52910	FALSE	21	.
AT3TE65300	FALSE	27	.
AT3TE27255	FALSE	135	.
AT3TE63585	FALSE	138	.
AT3TE68760	FALSE	137	.
AT3TE58115	FALSE	135	.
AT3TE60125	FALSE	27	.
AT3TE53225	FALSE	42	.
AT3TE51030	FALSE	136	.
AT3TE45340	FALSE	136	.
AT3TE48235	FALSE	27	.
AT3TE39040	FALSE	136	.
AT3TE57315	FALSE	189	.
AT3TE58120	FALSE	136	.
AT3TE52780	FALSE	29	.
AT3TE61405	FALSE	138	.
AT3TE86320	FALSE	138	.
AT3TE43390	FALSE	31	.
AT3TE88125	FALSE	29	.
AT3TE34525	FALSE	1806	.
AT3TE93100	FALSE	136	.
AT3TE24145	FALSE	2184	.
AT3TE60570	FALSE	21	.
AT3TE58745	FALSE	2166	.
AT3TE47415	FALSE	131	.
AT3TE58125	FALSE	128	.
AT3TE47035	FALSE	1814	.
AT3TE56680	FALSE	128	.
AT3TE81330	FALSE	34	.
AT3TE47190	FALSE	1816	.
AT3TE51035	FALSE	2161	.
AT3TE30470	FALSE	130	.
AT3TE35265	FALSE	128	.
AT3TE33535	FALSE	97	.
AT3TE49185	FALSE	34	.
AT3TE51040	FALSE	34	.
AT3TE56665	FALSE	128	.
AT3TE08030	FALSE	33	.
AT3TE55290	FALSE	128	.
AT3TE64690	FALSE	129	.
AT3TE59340	FALSE	131	.
AT3TE60850	FALSE	31	.
AT3TE49155	FALSE	31	.
AT3TE17340	FALSE	130	.
AT3TE49065	FALSE	128	.
AT3TE46745	FALSE	31	.
AT3TE56720	FALSE	1813	.
AT3TE67555	FALSE	32	.
AT3TE55280	FALSE	128	.
AT3TE55275	FALSE	128	.
AT3TE34090	FALSE	30	.
AT3TE48435	FALSE	68	.
AT3TE25645	FALSE	51	.
AT3TE66635	FALSE	32	.
AT3TE53125	FALSE	30	.
AT3TE74485	FALSE	106	.
AT3TE65545	FALSE	129	.
AT3TE88340	FALSE	63	.
AT3TE68515	FALSE	33	.
AT3TE32775	FALSE	127	.
AT3TE59630	FALSE	129	.
AT3TE18200	FALSE	34	.
AT3TE15490	FALSE	33	.
AT3TE63115	FALSE	127	.
AT3TE50415	FALSE	33	.
AT3TE63555	FALSE	79	.
AT3TE83370	FALSE	33	.
AT3TE56960	FALSE	127	.
AT3TE54505	FALSE	32	.
AT3TE45095	FALSE	129	.
AT3TE44685	FALSE	52	.
AT3TE47535	FALSE	127	.
AT3TE50765	FALSE	129	.
AT3TE52185	FALSE	32	.
AT3TE56670	FALSE	127	.
AT3TE47395	FALSE	1820	.
AT3TE81360	FALSE	130	.
AT3TE56950	FALSE	127	.
AT3TE57305	FALSE	32	.
AT3TE56755	FALSE	127	.
AT3TE27250	FALSE	123	.
AT3TE73170	FALSE	31	.
AT3TE73285	FALSE	131	.
AT3TE07040	FALSE	131	.
AT3TE14875	FALSE	29	.
AT3TE92280	FALSE	120	.
AT3TE55470	FALSE	56	.
AT3TE68855	FALSE	47	.
AT3TE53825	FALSE	131	.
AT3TE57925	FALSE	90	.
AT3TE87755	FALSE	131	.
AT3TE53925	FALSE	29	.
AT3TE58000	FALSE	54	.
AT3TE50985	FALSE	1813	.
AT3TE25130	FALSE	29	.
AT3TE64760	FALSE	133	.
AT3TE61390	FALSE	133	.
AT3TE47435	FALSE	131	.
AT3TE47425	FALSE	131	.
AT3TE71820	FALSE	1813	.
AT3TE89380	FALSE	27	.
AT3TE47445	FALSE	131	.
AT3TE53315	FALSE	133	.
AT3TE34425	FALSE	28	.
AT3TE58545	FALSE	29	.
AT3TE74275	FALSE	2164	.
AT3TE56655	FALSE	131	.
AT3TE56545	FALSE	135	.
AT3TE58035	FALSE	31	.
AT3TE53390	FALSE	29	.
AT3TE52350	FALSE	52	.
AT3TE15820	FALSE	130	.
AT3TE17775	FALSE	29	.
AT3TE36280	FALSE	129	.
AT3TE30640	FALSE	131	.
AT3TE44270	FALSE	131	.
AT3TE47290	FALSE	129	.
AT3TE79305	FALSE	30	.
AT3TE50920	FALSE	129	.
AT3TE83290	FALSE	31	.
AT3TE43475	FALSE	32	.
AT3TE58560	FALSE	2164	.
AT3TE88180	FALSE	131	.
AT3TE57570	FALSE	33	.
AT3TE47405	FALSE	131	.
AT3TE62070	FALSE	38	.
AT3TE46535	FALSE	30	.
AT3TE48075	FALSE	130	.
AT3TE19725	FALSE	132	.
AT3TE49010	FALSE	29	.
AT3TE67630	FALSE	30	.
AT3TE49775	FALSE	130	.
AT3TE61670	FALSE	130	.
AT3TE64180	FALSE	30	.
AT3TE05650	FALSE	104	.
AT3TE45330	FALSE	132	.
AT3TE46895	FALSE	30	.
AT3TE74900	FALSE	130	.
AT3TE57395	FALSE	8720	.
AT3TE12475	FALSE	27	.
AT3TE55980	FALSE	142	.
AT3TE49735	FALSE	24	.
AT3TE49475	FALSE	150	.
AT3TE44640	FALSE	120	.
AT3TE37030	FALSE	23	.
AT3TE28215	FALSE	23	.
AT3TE32115	FALSE	148	.
AT3TE68895	FALSE	150	.
AT3TE77410	FALSE	23	.
AT3TE63760	FALSE	21	.
AT3TE50340	FALSE	147	.
AT3TE45835	FALSE	149	.
AT3TE07610	FALSE	147	.
AT3TE24610	FALSE	148	.
AT3TE42515	FALSE	23	.
AT3TE14560	FALSE	148	.
AT3TE49215	FALSE	88	.
AT3TE48120	FALSE	8812	.
AT3TE48550	FALSE	23	.
AT3TE65750	FALSE	21	.
AT3TE47720	FALSE	30	.
AT3TE62795	FALSE	135	.
AT3TE62300	FALSE	23	.
AT3TE02435	FALSE	148	.
AT3TE57070	FALSE	64	.
AT3TE54410	FALSE	21	.
AT3TE77150	FALSE	148	.
AT3TE83610	FALSE	150	.
AT3TE43360	FALSE	150	.
AT3TE62180	FALSE	147	.
AT3TE63570	FALSE	149	.
AT3TE42495	FALSE	146	.
AT3TE56750	FALSE	22	.
AT3TE42060	FALSE	148	.
AT3TE52100	FALSE	67	.
AT3TE38670	FALSE	148	.
AT3TE52360	FALSE	22	.
AT3TE65940	FALSE	146	.
AT3TE65185	FALSE	148	.
AT3TE53010	FALSE	1799	.
AT3TE81400	FALSE	148	.
AT3TE64615	FALSE	148	.
AT3TE57530	FALSE	22	.
AT3TE37210	FALSE	148	.
AT3TE33540	FALSE	33	.
AT3TE03550	FALSE	131	.
AT3TE75660	FALSE	22	.
AT3TE57080	FALSE	23	.
AT3TE30205	FALSE	147	.
AT3TE62030	FALSE	24	.
AT3TE45400	FALSE	149	.
AT3TE45200	FALSE	149	.
AT3TE62980	FALSE	22	.
AT3TE49380	FALSE	23	.
AT3TE90045	FALSE	2218	.
AT3TE72630	FALSE	24	.
AT3TE67725	FALSE	23	.
AT3TE36150	FALSE	150	.
AT3TE52950	FALSE	21	.
AT3TE14870	FALSE	148	.
AT3TE74010	FALSE	128	.
AT3TE53685	FALSE	698	.
AT3TE37160	FALSE	21	.
AT3TE35075	FALSE	21	.
AT3TE73130	FALSE	153	.
AT3TE64905	FALSE	151	.
AT3TE62165	FALSE	21	.
AT3TE54010	FALSE	21	.
AT3TE71735	FALSE	150	.
AT3TE36050	FALSE	72	.
AT3TE02890	FALSE	150	.
AT3TE48650	FALSE	151	.
AT3TE63150	FALSE	21	.
AT3TE46445	FALSE	25	.
AT3TE49315	FALSE	21	.
AT3TE92315	FALSE	152	.
AT3TE76575	FALSE	152	.
AT3TE60680	FALSE	62	.
AT3TE45195	FALSE	152	.
AT3TE23745	FALSE	21	.
AT3TE54520	FALSE	151	.
AT3TE43540	FALSE	153	.
AT3TE95080	FALSE	150	.
AT3TE73435	FALSE	1789	.
AT3TE68795	FALSE	153	.
AT3TE50665	FALSE	95	.
AT3TE34890	FALSE	150	.
AT3TE06055	FALSE	21	.
AT3TE58070	FALSE	141	.
AT3TE70485	FALSE	149	.
AT3TE63010	FALSE	151	.
AT3TE55210	FALSE	22	.
AT3TE52545	FALSE	22	.
AT3TE89480	FALSE	149	.
AT3TE92430	FALSE	149	.
AT3TE39810	FALSE	22	.
AT3TE15080	FALSE	148	.
AT3TE61305	FALSE	2225	.
AT3TE54945	FALSE	21	.
AT3TE62185	FALSE	87	.
AT3TE71825	FALSE	151	.
AT3TE65365	FALSE	146	.
AT3TE65465	FALSE	151	.
AT3TE62525	FALSE	149	.
AT3TE70780	FALSE	22	.
AT3TE60045	FALSE	22	.
AT3TE60740	FALSE	2233	.
AT3TE61330	FALSE	150	.
AT3TE66695	FALSE	22	.
AT3TE92005	FALSE	22	.
AT3TE75575	FALSE	2224	.
AT3TE62290	FALSE	149	.
AT3TE60765	FALSE	22	.
AT3TE65060	FALSE	22	.
AT3TE15800	FALSE	22	.
AT3TE61235	FALSE	121	.
AT3TE65450	FALSE	22	.
AT3TE53655	FALSE	2218	.
AT3TE55215	FALSE	22	.
AT3TE54970	FALSE	143	.
AT3TE49970	FALSE	22	.
AT3TE36550	FALSE	60	.
AT3TE73730	FALSE	83	.
AT3TE25420	FALSE	139	.
AT3TE73020	FALSE	27	.
AT3TE49955	FALSE	27	.
AT3TE53845	FALSE	1247	.
AT3TE45830	FALSE	109	.
AT3TE59035	FALSE	27	.
AT3TE88020	FALSE	143	.
AT3TE51575	FALSE	25	.
AT3TE23210	FALSE	143	.
AT3TE64605	FALSE	27	.
AT3TE53905	FALSE	24	.
AT3TE46955	FALSE	142	.
AT3TE39720	FALSE	142	.
AT3TE49555	FALSE	142	.
AT3TE54900	FALSE	144	.
AT3TE41805	FALSE	24	.
AT3TE55045	FALSE	20	.
AT3TE22200	FALSE	8771	.
AT3TE57105	FALSE	27	.
AT3TE69315	FALSE	144	.
AT3TE76040	FALSE	2208	.
AT3TE57585	FALSE	26	.
AT3TE46230	FALSE	110	.
AT3TE47085	FALSE	142	.
AT3TE35625	FALSE	25	.
AT3TE65260	FALSE	66	.
AT3TE50745	FALSE	27	.
AT3TE46465	FALSE	50	.
AT3TE47295	FALSE	2197	.
AT3TE13700	FALSE	27	.
AT3TE55225	FALSE	48	.
AT3TE91190	FALSE	26	.
AT3TE55960	FALSE	142	.
AT3TE11600	FALSE	139	.
AT3TE62040	FALSE	28	.
AT3TE37330	FALSE	140	.
AT3TE43100	FALSE	140	.
AT3TE89540	FALSE	24	.
AT3TE54590	FALSE	25	.
AT3TE57220	FALSE	25	.
AT3TE18820	FALSE	27	.
AT3TE60790	FALSE	140	.
AT3TE49250	FALSE	140	.
AT3TE66850	FALSE	142	.
AT3TE81970	FALSE	140	.
AT3TE91210	FALSE	25	.
AT3TE79285	FALSE	104	.
AT3TE84440	FALSE	142	.
AT3TE63020	FALSE	2199	.
AT3TE32760	FALSE	140	.
AT3TE27070	FALSE	142	.
AT3TE58770	FALSE	27	.
AT3TE69890	FALSE	109	.
AT3TE72340	FALSE	91	.
AT3TE59435	FALSE	24	.
AT3TE57840	FALSE	25	.
AT3TE52635	FALSE	146	.
AT3TE46490	FALSE	144	.
AT3TE55050	FALSE	124	.
AT3TE89135	FALSE	23	.
AT3TE59840	FALSE	144	.
AT3TE62810	FALSE	144	.
AT3TE84300	FALSE	146	.
AT3TE50160	FALSE	23	.
AT3TE76570	FALSE	146	.
AT3TE58060	FALSE	25	.
AT3TE45580	FALSE	146	.
AT3TE56745	FALSE	451	.
AT3TE44385	FALSE	23	.
AT3TE52255	FALSE	24	.
AT3TE50650	FALSE	2214	.
AT3TE48640	FALSE	146	.
AT3TE10670	FALSE	145	.
AT3TE48660	FALSE	145	.
AT3TE51055	FALSE	22	.
AT3TE48690	FALSE	145	.
AT3TE61885	FALSE	37	.
AT3TE07760	FALSE	146	.
AT3TE71730	FALSE	147	.
AT3TE48715	FALSE	145	.
AT3TE47950	FALSE	22	.
AT3TE43935	FALSE	25	.
AT3TE43230	FALSE	148	.
AT3TE69520	FALSE	25	.
AT3TE73260	FALSE	145	.
AT3TE67165	FALSE	145	.
AT3TE62885	FALSE	25	.
AT3TE52395	FALSE	23	.
AT3TE45630	FALSE	2206	.
AT3TE49915	FALSE	23	.
AT3TE36750	FALSE	142	.
AT3TE57775	FALSE	142	.
AT3TE48290	FALSE	145	.
AT3TE48560	FALSE	144	.
AT3TE39160	FALSE	144	.
AT3TE91995	FALSE	24	.
AT3TE58505	FALSE	41	.
AT3TE48620	FALSE	143	.
AT3TE23490	FALSE	145	.
AT3TE64420	FALSE	23	.
AT3TE46240	FALSE	143	.
AT3TE36300	FALSE	143	.
AT3TE46405	FALSE	145	.
AT3TE53810	FALSE	145	.
AT3TE64325	FALSE	25	.
AT3TE54120	FALSE	145	.
AT3TE59320	FALSE	23	.
AT3TE59820	FALSE	1798	.
AT3TE56770	FALSE	143	.
AT3TE55295	FALSE	143	.
AT3TE59965	FALSE	25	.
AT3TE58610	FALSE	1148	.
AT3TE70030	FALSE	33	.
AT3TE41685	FALSE	126	.
AT3TE32195	FALSE	43	.
AT3TE41955	FALSE	82	.
AT3TE61615	FALSE	2076	.
AT3TE47115	FALSE	44	.
AT3TE54965	FALSE	43	.
AT3TE47760	FALSE	106	.
AT3TE69205	FALSE	104	.
AT3TE91085	FALSE	104	.
AT3TE53205	FALSE	43	.
AT3TE70400	FALSE	59	.
AT3TE07050	FALSE	43	.
AT3TE54870	FALSE	43	.
AT3TE43410	FALSE	104	.
AT3TE65675	FALSE	45	.
AT3TE69165	FALSE	21	.
AT3TE65380	FALSE	107	.
AT3TE63420	FALSE	105	.
AT3TE73710	FALSE	107	.
AT3TE51820	FALSE	2076	.
AT3TE68140	FALSE	43	.
AT3TE14150	FALSE	104	.
AT3TE38975	FALSE	103	.
AT3TE61380	FALSE	104	.
AT3TE33555	FALSE	104	.
AT3TE26695	FALSE	104	.
AT3TE50860	FALSE	1843	.
AT3TE75570	FALSE	43	.
AT3TE49270	FALSE	44	.
AT3TE69145	FALSE	104	.
AT3TE54560	FALSE	103	.
AT3TE46450	FALSE	105	.
AT3TE13075	FALSE	43	.
AT3TE92520	FALSE	44	.
AT3TE53140	FALSE	105	.
AT3TE46340	FALSE	102	.
AT3TE81080	FALSE	25	.
AT3TE38575	FALSE	46	.
AT3TE85260	FALSE	104	.
AT3TE60060	FALSE	104	.
AT3TE50755	FALSE	26	.
AT3TE88260	FALSE	105	.
AT3TE47940	FALSE	45	.
AT3TE88720	FALSE	103	.
AT3TE06930	FALSE	103	.
AT3TE70550	FALSE	24	.
AT3TE79790	FALSE	43	.
AT3TE57280	FALSE	43	.
AT3TE47550	FALSE	105	.
AT3TE47605	FALSE	105	.
AT3TE55450	FALSE	32	.
AT3TE66335	FALSE	105	.
AT3TE61880	FALSE	96	.
AT3TE53610	FALSE	43	.
AT3TE59825	FALSE	90	.
AT3TE64505	FALSE	105	.
AT3TE53440	FALSE	82	.
AT3TE84630	FALSE	105	.
AT3TE59000	FALSE	43	.
AT3TE91810	FALSE	111	.
AT3TE79620	FALSE	109	.
AT3TE62110	FALSE	43	.
AT3TE42990	FALSE	41	.
AT3TE66485	FALSE	68	.
AT3TE46100	FALSE	49	.
AT3TE84005	FALSE	33	.
AT3TE72330	FALSE	43	.
AT3TE34225	FALSE	2092	.
AT3TE67645	FALSE	108	.
AT3TE52620	FALSE	108	.
AT3TE63790	FALSE	56	.
AT3TE67740	FALSE	41	.
AT3TE60665	FALSE	109	.
AT3TE40130	FALSE	109	.
AT3TE51555	FALSE	42	.
AT3TE66175	FALSE	8617	.
AT3TE28435	FALSE	42	.
AT3TE51885	FALSE	51	.
AT3TE64530	FALSE	104	.
AT3TE61180	FALSE	1835	.
AT3TE58025	FALSE	111	.
AT3TE29340	FALSE	110	.
AT3TE86805	FALSE	43	.
AT3TE53230	FALSE	2090	.
AT3TE48395	FALSE	111	.
AT3TE52960	FALSE	41	.
AT3TE40650	FALSE	108	.
AT3TE64550	FALSE	108	.
AT3TE44500	FALSE	44	.
AT3TE03320	FALSE	106	.
AT3TE39430	FALSE	2083	.
AT3TE81085	FALSE	108	.
AT3TE58865	FALSE	106	.
AT3TE52690	FALSE	42	.
AT3TE27175	FALSE	105	.
AT3TE59415	FALSE	105	.
AT3TE48320	FALSE	42	.
AT3TE57295	FALSE	105	.
AT3TE57195	FALSE	107	.
AT3TE59060	FALSE	1842	.
AT3TE88630	FALSE	102	.
AT3TE54390	FALSE	83	.
AT3TE50780	FALSE	44	.
AT3TE73880	FALSE	107	.
AT3TE75975	FALSE	83	.
AT3TE08255	FALSE	41	.
AT3TE67215	FALSE	42	.
AT3TE56710	FALSE	2086	.
AT3TE61080	FALSE	44	.
AT3TE46415	FALSE	22	.
AT3TE61190	FALSE	79	.
AT3TE53510	FALSE	108	.
AT3TE60370	FALSE	107	.
AT3TE54820	FALSE	2084	.
AT3TE62705	FALSE	42	.
AT3TE00010	FALSE	40	.
AT3TE54135	FALSE	104	.
AT3TE41045	FALSE	2065	.
AT3TE64595	FALSE	97	.
AT3TE45165	FALSE	37	.
AT3TE23405	FALSE	97	.
AT3TE66530	FALSE	843	.
AT3TE68785	FALSE	100	.
AT3TE45060	FALSE	46	.
AT3TE29355	FALSE	57	.
AT3TE45455	FALSE	99	.
AT3TE39730	FALSE	71	.
AT3TE41760	FALSE	44	.
AT3TE94260	FALSE	2053	.
AT3TE50315	FALSE	48	.
AT3TE60540	FALSE	100	.
AT3TE54975	FALSE	20	.
AT3TE11160	FALSE	45	.
AT3TE63775	FALSE	100	.
AT3TE47470	FALSE	41	.
AT3TE65640	FALSE	35	.
AT3TE89690	FALSE	100	.
AT3TE49960	FALSE	20	.
AT3TE60855	FALSE	98	.
AT3TE17375	FALSE	45	.
AT3TE17750	FALSE	46	.
AT3TE43460	FALSE	2059	.
AT3TE78890	FALSE	100	.
AT3TE46035	FALSE	46	.
AT3TE55090	FALSE	40	.
AT3TE64555	FALSE	40	.
AT3TE59305	FALSE	46	.
AT3TE60210	FALSE	95	.
AT3TE50065	FALSE	62	.
AT3TE61455	FALSE	1856	.
AT3TE74910	FALSE	21	.
AT3TE13380	FALSE	97	.
AT3TE63275	FALSE	97	.
AT3TE59440	FALSE	44	.
AT3TE46625	FALSE	47	.
AT3TE60585	FALSE	40	.
AT3TE60040	FALSE	97	.
AT3TE63140	FALSE	95	.
AT3TE03575	FALSE	97	.
AT3TE47850	FALSE	98	.
AT3TE49320	FALSE	98	.
AT3TE49165	FALSE	97	.
AT3TE52720	FALSE	48	.
AT3TE65410	FALSE	97	.
AT3TE12940	FALSE	83	.
AT3TE60450	FALSE	49	.
AT3TE24640	FALSE	98	.
AT3TE53790	FALSE	96	.
AT3TE91175	FALSE	47	.
AT3TE65875	FALSE	2055	.
AT3TE52695	FALSE	2048	.
AT3TE61840	FALSE	49	.
AT3TE54445	FALSE	96	.
AT3TE11830	FALSE	58	.
AT3TE91845	FALSE	99	.
AT3TE65350	FALSE	45	.
AT3TE88185	FALSE	2062	.
AT3TE58840	FALSE	22	.
AT3TE73610	FALSE	103	.
AT3TE11170	FALSE	31	.
AT3TE68095	FALSE	101	.
AT3TE57990	FALSE	46	.
AT3TE47455	FALSE	32	.
AT3TE62140	FALSE	102	.
AT3TE48970	FALSE	70	.
AT3TE57915	FALSE	46	.
AT3TE28350	FALSE	102	.
AT3TE42660	FALSE	660	.
AT3TE60670	FALSE	103	.
AT3TE43670	FALSE	103	.
AT3TE59370	FALSE	81	.
AT3TE64395	FALSE	38	.
AT3TE48400	FALSE	24	.
AT3TE61850	FALSE	103	.
AT3TE64050	FALSE	46	.
AT3TE63685	FALSE	103	.
AT3TE67090	FALSE	101	.
AT3TE61115	FALSE	46	.
AT3TE91205	FALSE	44	.
AT3TE37620	FALSE	101	.
AT3TE62075	FALSE	42	.
AT3TE69560	FALSE	103	.
AT3TE62155	FALSE	102	.
AT3TE62170	FALSE	102	.
AT3TE64340	FALSE	46	.
AT3TE71550	FALSE	41	.
AT3TE66665	FALSE	99	.
AT3TE60615	FALSE	44	.
AT3TE52460	FALSE	45	.
AT3TE48440	FALSE	31	.
AT3TE59890	FALSE	103	.
AT3TE52220	FALSE	20	.
AT3TE75950	FALSE	101	.
AT3TE63655	FALSE	99	.
AT3TE70360	FALSE	67	.
AT3TE61040	FALSE	101	.
AT3TE50075	FALSE	45	.
AT3TE34930	FALSE	46	.
AT3TE63390	FALSE	99	.
AT3TE46215	FALSE	99	.
AT3TE75670	FALSE	100	.
AT3TE75300	FALSE	102	.
AT3TE73075	FALSE	100	.
AT3TE48115	FALSE	44	.
AT3TE34080	FALSE	100	.
AT3TE54435	FALSE	2062	.
AT3TE39265	FALSE	46	.
AT3TE09255	FALSE	99	.
AT3TE62900	FALSE	30	.
AT3TE69715	FALSE	41	.
AT3TE17315	FALSE	37	.
AT3TE08990	FALSE	100	.
AT3TE65285	FALSE	112	.
AT3TE56805	FALSE	110	.
AT3TE92290	FALSE	40	.
AT3TE61150	FALSE	35	.
AT3TE73570	FALSE	121	.
AT3TE45140	FALSE	75	.
AT3TE45940	FALSE	121	.
AT3TE47070	FALSE	35	.
AT3TE60530	FALSE	22	.
AT3TE60565	FALSE	99	.
AT3TE63945	FALSE	63	.
AT3TE46310	FALSE	120	.
AT3TE22710	FALSE	36	.
AT3TE58715	FALSE	23	.
AT3TE64855	FALSE	123	.
AT3TE60095	FALSE	51	.
AT3TE50690	FALSE	35	.
AT3TE58695	FALSE	35	.
AT3TE60265	FALSE	104	.
AT3TE54165	FALSE	122	.
AT3TE74015	FALSE	122	.
AT3TE87500	FALSE	122	.
AT3TE23750	FALSE	37	.
AT3TE36155	FALSE	65	.
AT3TE59275	FALSE	121	.
AT3TE64950	FALSE	122	.
AT3TE16140	FALSE	123	.
AT3TE40905	FALSE	124	.
AT3TE91185	FALSE	35	.
AT3TE91220	FALSE	35	.
AT3TE67675	FALSE	122	.
AT3TE73295	FALSE	120	.
AT3TE54215	FALSE	37	.
AT3TE57320	FALSE	119	.
AT3TE51690	FALSE	2121	.
AT3TE03920	FALSE	119	.
AT3TE61340	FALSE	37	.
AT3TE63025	FALSE	119	.
AT3TE94585	FALSE	98	.
AT3TE35795	FALSE	118	.
AT3TE45280	FALSE	39	.
AT3TE52080	FALSE	120	.
AT3TE52375	FALSE	37	.
AT3TE50310	FALSE	38	.
AT3TE49840	FALSE	121	.
AT3TE32740	FALSE	36	.
AT3TE51345	FALSE	8237	.
AT3TE45030	FALSE	120	.
AT3TE41470	FALSE	120	.
AT3TE59920	FALSE	120	.
AT3TE60100	FALSE	66	.
AT3TE63100	FALSE	38	.
AT3TE66480	FALSE	78	.
AT3TE40455	FALSE	122	.
AT3TE46170	FALSE	1828	.
